question_id,grounding_biomedclip,grounding_biomedclip_processed
1988,"[17.2582950592041, 18.09527587890625, 19.441242218017578, 16.792118072509766, 19.391284942626953, 20.90443992614746, 20.90443992614746, 20.90443992614746, 20.90443992614746, 20.90443992614746, 18.09527587890625, 25.684560775756836, 18.09527587890625, 19.441242218017578, 25.684560775756836, 16.792118072509766, 20.90443992614746, 19.391284942626953, 17.2582950592041, 18.09527587890625]","[17.2582950592041, 18.09527587890625, 19.441242218017578, 16.792118072509766, 19.391284942626953, 20.90443992614746, 20.90443992614746, 20.90443992614746, 20.90443992614746, 20.90443992614746, 18.09527587890625, 25.684560775756836, 18.09527587890625, 19.441242218017578, 25.684560775756836, 16.792118072509766, 20.90443992614746, 19.391284942626953, 17.2582950592041, 18.09527587890625]"
1993,"[27.19742202758789, 22.486053466796875, 22.486053466796875, 21.88248634338379, 19.244693756103516, 22.486053466796875, 20.63299560546875, 22.665876388549805, 22.65510368347168, 22.486053466796875, 21.373607635498047, 15.190025329589844, 21.032155990600586, 20.754430770874023, 20.754430770874023, 13.450387954711914, 23.803001403808594, 20.7707462310791, 22.486053466796875, 22.91826820373535]","[27.19742202758789, 22.486053466796875, 22.486053466796875, 21.88248634338379, 19.244693756103516, 22.486053466796875, 20.63299560546875, 22.665876388549805, 22.65510368347168, 22.486053466796875, 21.373607635498047, 15.190025329589844, 21.032155990600586, 20.754430770874023, 20.754430770874023, 13.450387954711914, 23.803001403808594, 20.7707462310791, 22.486053466796875, 22.91826820373535]"
1995,"[10.78947639465332, 28.54276466369629, 28.54276466369629, 24.56240463256836, 27.01567840576172, 28.54276466369629, 24.730918884277344, 23.76542091369629, 28.54276466369629, 27.42877769470215, 25.384531021118164, 28.279052734375, 26.320968627929688, 28.069456100463867, 28.54276466369629, 23.487384796142578, 27.42877769470215, 23.438081741333008, 32.22985076904297, 32.63897705078125]","[10.78947639465332, 28.54276466369629, 28.54276466369629, 24.56240463256836, 27.01567840576172, 28.54276466369629, 24.730918884277344, 23.76542091369629, 28.54276466369629, 27.42877769470215, 25.384531021118164, 28.279052734375, 26.320968627929688, 28.069456100463867, 28.54276466369629, 23.487384796142578, 27.42877769470215, 23.438081741333008, 32.22985076904297, 32.63897705078125]"
1996,"[12.353285789489746, 28.493589401245117, 18.55579376220703, 32.712181091308594, 27.662525177001953, 18.55579376220703, 18.55579376220703, 18.55579376220703, 32.856201171875, 18.55579376220703, 38.06403350830078, 30.311824798583984, 26.621013641357422, 18.55579376220703, 31.097213745117188, 22.389339447021484, 18.55579376220703, 18.55579376220703, 32.23802947998047, 18.55579376220703]","[12.353285789489746, 28.493589401245117, 18.55579376220703, 32.712181091308594, 27.662525177001953, 18.55579376220703, 18.55579376220703, 18.55579376220703, 32.856201171875, 18.55579376220703, 38.06403350830078, 30.311824798583984, 26.621013641357422, 18.55579376220703, 31.097213745117188, 22.389339447021484, 18.55579376220703, 18.55579376220703, 32.23802947998047, 18.55579376220703]"
1999,"[8.97639274597168, 10.760929107666016, 17.223989486694336, 14.107369422912598, 10.441980361938477, 12.009791374206543, 14.107369422912598, 11.607725143432617, 13.140664100646973, 14.107369422912598, 9.221344947814941, 14.107369422912598, 10.760929107666016, 13.431997299194336, 26.997196197509766, 11.607725143432617, 10.760929107666016, 20.683753967285156, 11.607725143432617, 10.760929107666016]","[8.97639274597168, 10.760929107666016, 17.223989486694336, 14.107369422912598, 10.441980361938477, 12.009791374206543, 14.107369422912598, 11.607725143432617, 13.140664100646973, 14.107369422912598, 9.221344947814941, 14.107369422912598, 10.760929107666016, 13.431997299194336, 26.997196197509766, 11.607725143432617, 10.760929107666016, 20.683753967285156, 11.607725143432617, 10.760929107666016]"
2005,"[36.3695068359375, 9.694710731506348, 32.311439514160156, 27.354028701782227, 12.201485633850098, 29.039077758789062, 24.59198760986328, 31.509977340698242, 35.749080657958984, 34.35020446777344, 38.41021728515625, 37.003726959228516, 24.38688850402832, 37.477901458740234, 35.08648681640625, 30.441497802734375, 37.78632354736328, 23.551162719726562, 34.82453536987305, 26.323726654052734]","[36.3695068359375, 9.694710731506348, 32.311439514160156, 27.354028701782227, 12.201485633850098, 29.039077758789062, 24.59198760986328, 31.509977340698242, 35.749080657958984, 34.35020446777344, 38.41021728515625, 37.003726959228516, 24.38688850402832, 37.477901458740234, 35.08648681640625, 30.441497802734375, 37.78632354736328, 23.551162719726562, 34.82453536987305, 26.323726654052734]"
2008,"[15.490729331970215, 15.490729331970215, 17.8981990814209, 19.578960418701172, 20.4017333984375, 13.20722770690918, 13.20722770690918, 13.20722770690918, 22.674829483032227, 13.20722770690918, 20.832910537719727, 13.20722770690918, 13.20722770690918, 13.20722770690918, 18.78330421447754, 18.78330421447754, 15.490729331970215, 20.295621871948242, 20.02703094482422, 20.96148109436035]","[15.490729331970215, 15.490729331970215, 17.8981990814209, 19.578960418701172, 20.4017333984375, 13.20722770690918, 13.20722770690918, 13.20722770690918, 22.674829483032227, 13.20722770690918, 20.832910537719727, 13.20722770690918, 13.20722770690918, 13.20722770690918, 18.78330421447754, 18.78330421447754, 15.490729331970215, 20.295621871948242, 20.02703094482422, 20.96148109436035]"
2010,"[17.630821228027344, 17.041316986083984, 17.694637298583984, 25.088958740234375, 19.398454666137695, 20.49884605407715, 19.398454666137695, 19.671018600463867, 18.73602294921875, 23.724098205566406, 16.883033752441406, 17.469253540039062, 17.888105392456055, 22.51136016845703, 16.944351196289062, 16.840152740478516, 17.0904541015625, 18.593883514404297, 27.943859100341797, 22.22931480407715]","[17.630821228027344, 17.041316986083984, 17.694637298583984, 25.088958740234375, 19.398454666137695, 20.49884605407715, 19.398454666137695, 19.671018600463867, 18.73602294921875, 23.724098205566406, 16.883033752441406, 17.469253540039062, 17.888105392456055, 22.51136016845703, 16.944351196289062, 16.840152740478516, 17.0904541015625, 18.593883514404297, 27.943859100341797, 22.22931480407715]"
2018,"[17.624282836914062, 17.624282836914062, 17.624282836914062, 17.624282836914062, 13.790918350219727, 19.1723575592041, 17.624282836914062, 16.352447509765625, 16.352447509765625, 17.624282836914062, 17.624282836914062, 17.624282836914062, 19.1723575592041, 17.624282836914062, 17.624282836914062, 17.624282836914062, 17.624282836914062, 13.341647148132324, 17.624282836914062, 17.624282836914062]","[17.624282836914062, 17.624282836914062, 17.624282836914062, 17.624282836914062, 13.790918350219727, 19.1723575592041, 17.624282836914062, 16.352447509765625, 16.352447509765625, 17.624282836914062, 17.624282836914062, 17.624282836914062, 19.1723575592041, 17.624282836914062, 17.624282836914062, 17.624282836914062, 17.624282836914062, 13.341647148132324, 17.624282836914062, 17.624282836914062]"
2021,"[22.795028686523438, 9.733795166015625, 12.5814208984375, 22.93354034423828, 34.931976318359375, 15.83759880065918, 25.756637573242188, 15.424549102783203, 38.38066864013672, 16.731460571289062, 14.3285551071167, 11.431095123291016, 14.291662216186523, 18.48705291748047, 12.259845733642578, 12.591100692749023, 17.650497436523438, 10.898204803466797, 25.026769638061523, 8.294608116149902]","[22.795028686523438, 9.733795166015625, 12.5814208984375, 22.93354034423828, 34.931976318359375, 15.83759880065918, 25.756637573242188, 15.424549102783203, 38.38066864013672, 16.731460571289062, 14.3285551071167, 11.431095123291016, 14.291662216186523, 18.48705291748047, 12.259845733642578, 12.591100692749023, 17.650497436523438, 10.898204803466797, 25.026769638061523, 8.294608116149902]"
2023,"[23.569072723388672, 21.979482650756836, 24.937482833862305, 16.58173942565918, 33.32929611206055, 22.90365982055664, 26.268701553344727, 27.475269317626953, 22.123004913330078, 24.860370635986328, 22.91396713256836, 21.86813735961914, 30.549415588378906, 28.18606185913086, 24.91067886352539, 22.63018035888672, 26.268701553344727, 24.860370635986328, 26.801437377929688, 16.58173942565918]","[23.569072723388672, 21.979482650756836, 24.937482833862305, 16.58173942565918, 33.32929611206055, 22.90365982055664, 26.268701553344727, 27.475269317626953, 22.123004913330078, 24.860370635986328, 22.91396713256836, 21.86813735961914, 30.549415588378906, 28.18606185913086, 24.91067886352539, 22.63018035888672, 26.268701553344727, 24.860370635986328, 26.801437377929688, 16.58173942565918]"
2025,"[18.006107330322266, 13.12122917175293, 8.423101425170898, 13.886862754821777, 13.12122917175293, 14.772960662841797, 15.278518676757812, 24.146743774414062, 13.12122917175293, 13.676403999328613, 12.839168548583984, 13.901876449584961, 18.351890563964844, 13.12122917175293, 12.334948539733887, 13.12122917175293, 13.12122917175293, 11.037786483764648, 13.12122917175293, 20.23534393310547]","[18.006107330322266, 13.12122917175293, 8.423101425170898, 13.886862754821777, 13.12122917175293, 14.772960662841797, 15.278518676757812, 24.146743774414062, 13.12122917175293, 13.676403999328613, 12.839168548583984, 13.901876449584961, 18.351890563964844, 13.12122917175293, 12.334948539733887, 13.12122917175293, 13.12122917175293, 11.037786483764648, 13.12122917175293, 20.23534393310547]"
2033,"[16.681106567382812, 16.681106567382812, 16.681106567382812, 19.175586700439453, 18.565872192382812, 18.565872192382812, 19.175586700439453, 16.681106567382812, 16.681106567382812, 16.681106567382812, 18.565872192382812, 19.175586700439453, 19.175586700439453, 18.565872192382812, 19.175586700439453, 19.175586700439453, 19.175586700439453, 19.175586700439453, 18.565872192382812, 16.681106567382812]","[16.681106567382812, 16.681106567382812, 16.681106567382812, 19.175586700439453, 18.565872192382812, 18.565872192382812, 19.175586700439453, 16.681106567382812, 16.681106567382812, 16.681106567382812, 18.565872192382812, 19.175586700439453, 19.175586700439453, 18.565872192382812, 19.175586700439453, 19.175586700439453, 19.175586700439453, 19.175586700439453, 18.565872192382812, 16.681106567382812]"
2034,"[19.785995483398438, 22.520938873291016, 19.880008697509766, 22.520938873291016, 19.3048152923584, 19.3048152923584, 19.785995483398438, 19.3048152923584, 22.520938873291016, 20.943822860717773, 20.943822860717773, 19.3048152923584, 20.943822860717773, 19.785995483398438, 19.880008697509766, 22.520938873291016, 19.034160614013672, 19.3048152923584, 24.228370666503906, 19.880008697509766]","[19.785995483398438, 22.520938873291016, 19.880008697509766, 22.520938873291016, 19.3048152923584, 19.3048152923584, 19.785995483398438, 19.3048152923584, 22.520938873291016, 20.943822860717773, 20.943822860717773, 19.3048152923584, 20.943822860717773, 19.785995483398438, 19.880008697509766, 22.520938873291016, 19.034160614013672, 19.3048152923584, 24.228370666503906, 19.880008697509766]"
2038,"[16.662612915039062, 24.32292938232422, 21.704349517822266, 16.662612915039062, 8.931814193725586, 21.89883041381836, 8.908950805664062, 20.72940444946289, 25.54747772216797, 21.933958053588867, 16.662612915039062, 16.662612915039062, 16.662612915039062, 22.238182067871094, 21.89883041381836, 24.791488647460938, 21.89883041381836, 10.653951644897461, 21.89883041381836, 20.72940444946289]","[16.662612915039062, 24.32292938232422, 21.704349517822266, 16.662612915039062, 8.931814193725586, 21.89883041381836, 8.908950805664062, 20.72940444946289, 25.54747772216797, 21.933958053588867, 16.662612915039062, 16.662612915039062, 16.662612915039062, 22.238182067871094, 21.89883041381836, 24.791488647460938, 21.89883041381836, 10.653951644897461, 21.89883041381836, 20.72940444946289]"
2040,"[17.015853881835938, 24.73151969909668, 16.322383880615234, 7.620842933654785, 32.45225143432617, 30.90125846862793, 27.20588493347168, 26.648204803466797, 26.1931095123291, 27.119434356689453, 26.75029945373535, 34.3851318359375, 28.065921783447266, 27.20588493347168, 28.077987670898438, 6.9053568840026855, 27.20588493347168, 31.216766357421875, 26.911203384399414, 30.80110740661621]","[17.015853881835938, 24.73151969909668, 16.322383880615234, 7.620842933654785, 32.45225143432617, 30.90125846862793, 27.20588493347168, 26.648204803466797, 26.1931095123291, 27.119434356689453, 26.75029945373535, 34.3851318359375, 28.065921783447266, 27.20588493347168, 28.077987670898438, 6.9053568840026855, 27.20588493347168, 31.216766357421875, 26.911203384399414, 30.80110740661621]"
2043,"[29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.32623863220215, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211]","[29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.32623863220215, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211, 29.71615219116211]"
2044,"[18.570274353027344, 21.20935821533203, 17.796581268310547, 19.189598083496094, 17.55162811279297, 14.721882820129395, 22.271217346191406, 31.83971405029297, 19.141782760620117, 17.55162811279297, 18.570274353027344, 26.65923309326172, 18.570274353027344, 17.55162811279297, 17.55162811279297, 22.271217346191406, 21.21163558959961, 17.796581268310547, 15.940812110900879, 17.55162811279297]","[18.570274353027344, 21.20935821533203, 17.796581268310547, 19.189598083496094, 17.55162811279297, 14.721882820129395, 22.271217346191406, 31.83971405029297, 19.141782760620117, 17.55162811279297, 18.570274353027344, 26.65923309326172, 18.570274353027344, 17.55162811279297, 17.55162811279297, 22.271217346191406, 21.21163558959961, 17.796581268310547, 15.940812110900879, 17.55162811279297]"
2048,"[12.369010925292969, 12.369010925292969, 12.369010925292969, 12.369010925292969, 14.433893203735352, 12.369010925292969, 12.369010925292969, 14.433893203735352, 12.369010925292969, 12.369010925292969, 12.369010925292969, 12.369010925292969, 14.433893203735352, 12.369010925292969, 14.433893203735352, 14.433893203735352, 12.369010925292969, 12.369010925292969, 12.369010925292969, 12.369010925292969]","[12.369010925292969, 12.369010925292969, 12.369010925292969, 12.369010925292969, 14.433893203735352, 12.369010925292969, 12.369010925292969, 14.433893203735352, 12.369010925292969, 12.369010925292969, 12.369010925292969, 12.369010925292969, 14.433893203735352, 12.369010925292969, 14.433893203735352, 14.433893203735352, 12.369010925292969, 12.369010925292969, 12.369010925292969, 12.369010925292969]"
